id,level,topic,title,metric_status,lexical_flags,editorial_result,action,evidence_terms,editorial_note
s173,5,Famous books,The Mutiny Begins,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s174,6,Famous books,Victor Brings the Creature to Life,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s175,7,Famous books,The Bishop and the Candlesticks,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s176,8,Famous books,Sydney Carton's Final Choice,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s177,9,Famous books,Valjean Faces an Impossible Choice,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s178,10,Famous books,"Moby-Dick: Fate, Freedom, and Obsession",within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s179,5,Fantasy/stories,Baker's Daughter Who Could Taste Lies,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s180,5,Fantasy/stories,The Scarecrow That Learned to Whistle,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,scarecrow; whistling; farmhands; tunes; afternoons; cheerful; faint; scarecrow's; straw; chatting,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s181,6,Fantasy/stories,Cobbler Who Mended Broken Promises,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s182,6,Fantasy/stories,Ferryman Who Only Crossed at Midnight,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s183,7,Fantasy/stories,The Beekeeper Who Traded Honey for Memories,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s184,7,Fantasy/stories,Mapmaker's Daughter Who Drew What Wasn't There Yet,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s185,8,Fantasy/stories,Potter Who Shaped Silence Into Bowls,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s186,8,Fantasy/stories,The Watchmaker Who Sold Borrowed Mornings,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s187,5,Nature and animals,How Woodpeckers Withstand Repeated Pecking,vocabulary-review,very-low-frequency,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s188,5,Nature and animals,Owl That Hunts by Sound Alone,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,owl; barn; eyesight; owls; positioned; prey; nighttime; owl's; asymmetrically; calculate,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s189,6,Nature and animals,The Turtle That Breathes Through Its Skin,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s190,6,Nature and animals,Plant That Traps Insects for Dinner,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s191,7,Nature and animals,The Bird That Builds a Bower to Attract Mates,vocabulary-review,low-frequency|very-low-frequency,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s192,7,Nature and animals,The Shrimp That Sees Colors Humans Cannot,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s193,8,Nature and animals,Tardigrade That Survives the Vacuum of Space,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,biological; exposure; tardigrades; including; protective; remarkable; conditions; mechanisms; radiation; researchers,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s194,8,Nature and animals,A Giant Fungus Beneath the Forest,within-guardrails,,pass,no-further-change,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s195,5,World affairs,The Town Where Everyone Owns a Piece of the Bakery,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s196,6,World affairs,School Bus That Doubles as a Mobile Library,within-guardrails,,pass,no-further-change,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s197,6,World affairs,City That Turned Its Empty Lots Into Gardens,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s198,7,World affairs,The Country That Requires Every Law to Expire,within-guardrails,,pass,no-further-change,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s199,7,World affairs,Village That Votes by Placing Stones in Jars,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s200,8,World affairs,Nation That Shares Its Border Guards With a Neighbor,within-guardrails,,pass,no-further-change,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s201,8,World affairs,The City-State That Outsources Its Own Foreign Policy,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s202,8,World affairs,Country Whose Constitution Fits on a Single Page,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s203,5,Everyday life,Sweater That Outlived Three Winters,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,sweater; garment; patched; warmth; wool; attachment; correction; discarding; evenings; flaw,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s204,5,Everyday life,The Morning Walk That Became a Habit,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s205,6,Everyday life,Potluck Dinner That Started By Accident,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s206,6,Everyday life,Spare Key Under the Wrong Mat,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s207,7,Everyday life,The Garden Plot Shared by Strangers,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s208,7,Everyday life,Voicemail Never Deleted,vocabulary-review,very-low-frequency,approved-after-review,retain-topic-vocabulary,unremarkable; unpredictably; voicemails; forgetfulness; malfunctions; replaying; voicemail's,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s209,8,Everyday life,Chair at the Table No One Sits In,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s210,8,Everyday life,The Photographs Nobody Could Agree to Divide,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s211,5,History,Baker Who Fed a Whole Army by Accident,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s212,5,History,Lighthouse Keeper Who Refused to Leave,within-guardrails,,pass,no-further-change,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s213,6,History,The Village That Traded Places With Its Neighbor,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s214,6,History,Soldier Who Delivered Peace Instead of War,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
